tipo de rezago,número de modelo,municipio,grupo diagnóstico,nombre contaminante,sexo,edad,casos,rezago,beta del contaminante,exponencial del beta,limite inferior del exponencial del beta,limite superior del exponencial del beta,porcentaje del incremento del riesgo
Distribuido,1,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Menores de 5 años,14482,0:03,0,031638292,1,032144103,1,020614717,1,043803731,3,22
Distribuido,2,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Menores de 5 años,14482,0:07,0,072306679,1,074984969,1,058221602,1,092013885,7,5
Distribuido,3,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Menores de 5 años,14482,0:15,0,115179962,1,12207535,1,100715461,1,143849737,12,21
Distribuido,4,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Menores de 5 años,16435,0:03,0,056099684,1,057703114,1,047968601,1,067528051,5,78
Distribuido,5,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Menores de 5 años,16435,0:07,0,091421038,1,095730253,1,08373911,1,107854073,9,58
Distribuido,6,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Menores de 5 años,16435,0:15,0,126658084,1,135028867,1,117670505,1,152656818,13,51
Distribuido,7,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Menores de 5 años,30917,0:03,0,046325275,1,047415053,1,038556245,1,056349427,4,75
Distribuido,8,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Menores de 5 años,30917,0:07,0,084166692,1,087810208,1,075482965,1,100278747,8,79
Distribuido,9,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Menores de 5 años,30917,0:15,0,122353255,1,130153263,1,112164154,1,148433344,13,02
Distribuido,13,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,5 a 14 años,6476,0:03,0,029337863,1,029772458,1,022528351,1,037067885,2,98
Distribuido,14,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,5 a 14 años,6476,0:07,0,036694451,1,037376004,1,029581554,1,045229462,3,74
Distribuido,15,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,5 a 14 años,6476,0:15,0,054750365,1,056276899,1,047257703,1,065373769,5,63
Distribuido,16,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,5 a 14 años,13011,0:03,0,011546434,1,011613352,1,004005333,1,019279022,1,17
Distribuido,17,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,5 a 14 años,13011,0:07,0,016188941,1,016320692,1,008883253,1,02381296,1,64
Distribuido,18,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,5 a 14 años,13011,0:15,0,019201473,1,019387007,1,007478184,1,031436598,1,94
Distribuido,19,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Mayores de 65 años,1860,0:03,0,023118386,1,023387687,1,012733901,1,03415355,2,34
Distribuido,20,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Mayores de 65 años,1860,0:07,0,024374984,1,024674483,1,014486425,1,034964854,2,47
Distribuido,21,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Mujer,Mayores de 65 años,1860,0:15,0,02024378,1,020450075,1,005284177,1,03584477,2,05
Distribuido,22,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Mayores de 65 años,862,0:03,0,027315505,1,027691993,1,024016378,1,031380802,2,77
Distribuido,23,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Mayores de 65 años,862,0:07,0,031691475,1,032198997,1,025298855,1,039145576,3,22
Distribuido,24,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Hombre,Mayores de 65 años,862,0:15,0,026181239,1,026526978,1,011163041,1,04212436,2,66
Distribuido,25,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Mayores de 65 años,2722,0:03,0,043332479,1,04428504,1,034956807,1,053697349,4,43
Distribuido,26,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Mayores de 65 años,2722,0:07,0,037304734,1,038009289,1,027639617,1,048483599,3,81
Distribuido,27,Medellín,Enfermedades del oído medio y de la mastoides (H65-H75),pm10,Ambos sexos,Mayores de 65 años,2722,0:15,0,038244187,1,038984909,1,026340342,1,051785257,3,9
